2019/09/01, 1527.5280401416767
2019/09/02, 1535.662632821724
2019/09/03, 1546.8476977567889
2019/09/04, 1536.6794569067297
2019/09/05, 1522.443919716647
2019/09/06, 1509.2252066115702
2019/09/07, 1503.124262101535
2019/09/08, 1498.0401416765053
2019/09/09, 1492.956021251476
2019/09/10, 1493.972845336482
2019/09/11, 1493.972845336482
2019/09/12, 1497.0233175914996
2019/09/13, 1496.0064935064938
2019/09/14, 1494.9896694214876
2019/09/15, 1499.0569657615115
2019/09/16, 1504.1410861865406
2019/09/17, 1506.1747343565526
2019/09/18, 1505.1579102715468
2019/09/19, 1501.0906139315232
2019/09/20, 1505.1579102715468
2019/09/21, 1515.3261511216058
2019/09/22, 1524.477567886659
2019/09/23, 1525.4943919716648
2019/09/24, 1516.3429752066118
2019/09/25, 1506.1747343565526
2019/09/26, 1504.1410861865406
2019/09/27, 1492.956021251476
2019/09/28, 1478.7204840613933
2019/09/29, 1478.7204840613933
2019/09/30, 1474.6531877213697
2019/10/01, 1487.8719008264466
2019/10/02, 1498.0401416765053
2019/10/03, 1505.1579102715468
2019/10/04, 1507.1915584415588
2019/10/05, 1506.1747343565526
2019/10/06, 1504.1410861865406
2019/10/07, 1500.0737898465172
2019/10/08, 1503.124262101535
2019/10/09, 1502.1074380165292
2019/10/10, 1493.972845336482
2019/10/11, 1485.8382526564346
2019/10/12, 1487.8719008264466
2019/10/13, 1485.8382526564346
2019/10/14, 1481.770956316411
2019/10/15, 1485.8382526564346
2019/10/16, 1491.93919716647
2019/10/17, 1490.9223730814642
2019/10/18, 1490.9223730814642
2019/10/19, 1488.8887249114523
2019/10/20, 1486.8550767414404
2019/10/21, 1484.8214285714287
2019/10/22, 1485.8382526564346
2019/10/23, 1492.956021251476
2019/10/24, 1496.0064935064938
2019/10/25, 1499.0569657615115
2019/10/26, 1493.972845336482
2019/10/27, 1489.9055489964583
2019/10/28, 1488.8887249114523
2019/10/29, 1490.9223730814642
2019/10/30, 1500.0737898465172
2019/10/31, 1509.2252066115702
2019/11/01, 1508.2083825265645
2019/11/02, 1502.1074380165292
2019/11/03, 1492.9560212514757
2019/11/04, 1484.8214285714284
2019/11/05, 1484.8214285714284
2019/11/06, 1481.7709563164108
2019/11/07, 1471.602715466352
2019/11/12, 1458.3840023612752
2019/11/13, 1461.4344746162928
2019/11/14, 1464.4849468713105
2019/11/15, 1466.5185950413224
2019/11/16, 1468.5522432113344
2019/11/17, 1471.602715466352
2019/11/18, 1473.6363636363637
2019/11/19, 1469.56906729634
2019/11/20, 1466.5185950413224
2019/11/21, 1463.4681227863048
2019/11/22, 1459.4008264462811
2019/11/30, 1461.4344746162928
2019/12/01, 1470.5858913813458
2019/12/02, 1476.6868358913816
2019/12/03, 1475.6700118063754
2019/12/04, 1474.6531877213697
2019/12/05, 1468.5522432113344
2019/12/06, 1461.4344746162928
2019/12/08, 1462.4512987012988
2019/12/09, 1462.4512987012986
2019/12/10, 1462.4512987012988
2019/12/11, 1466.5185950413224
2019/12/12, 1471.602715466352
2019/12/13, 1471.602715466352
2019/12/14, 1475.6700118063754
2019/12/15, 1474.6531877213697
2019/12/17, 1473.6363636363637
2019/12/18, 1476.6868358913816
2019/12/19, 1477.7036599763874
2019/12/20, 1475.6700118063754
2019/12/21, 1479.7373081463993
2019/12/22, 1488.8887249114523
2019/12/23, 1499.0569657615115
2019/12/24, 1502.1074380165292
2019/12/25, 1506.1747343565526
2019/12/26, 1509.2252066115702
2019/12/27, 1509.2252066115702
2019/12/28, 1513.292502951594
2019/12/29, 1517.3597992916175
2019/12/30, 1520.4102715466352
2019/12/31, 1520.4102715466352
2020/01/01, 1522.443919716647
2020/01/02, 1524.477567886659
2020/01/03, 1524.477567886659
2020/01/04, 1533.628984651712
2020/01/05, 1548.8813459268006
2020/01/06, 1567.1841794569068
2020/01/07, 1566.167355371901
2020/01/08, 1558.0327626918538
2020/01/09, 1555.9991145218419
2020/01/10, 1553.96546635183
2020/01/11, 1548.8813459268006
2020/01/12, 1545.830873671783
2020/01/13, 1547.8645218417946
2020/01/14, 1550.9149940968123
2020/01/15, 1553.9654663518302
2020/01/16, 1557.0159386068478
2020/01/17, 1559.0495867768595
2020/01/18, 1557.0159386068478
2020/01/19, 1557.0159386068478
2020/01/20, 1555.9991145218419
2020/01/21, 1558.0327626918538
2020/01/22, 1562.1000590318772
2020/01/23, 1568.2010035419128
2020/01/24, 1572.2682998819364
2020/01/25, 1573.2851239669421
2020/01/26, 1571.2514757969302
2020/01/27, 1569.2178276269187
2020/01/28, 1575.318772136954
2020/01/29, 1580.4028925619837
2020/01/30, 1581.4197166469894
2020/01/31, 1577.352420306966
2020/02/01, 1564.1337072018891
2020/02/02, 1554.9822904368361
2020/02/03, 1557.0159386068478
2020/02/04, 1563.1168831168834
2020/02/05, 1567.1841794569068
2020/02/06, 1567.1841794569068
2020/02/07, 1570.2346517119245
2020/02/08, 1571.2514757969304
2020/02/09, 1568.201003541913
2020/02/10, 1567.1841794569068
2020/02/11, 1570.2346517119245
2020/02/12, 1575.318772136954
2020/02/13, 1580.4028925619837
2020/02/14, 1583.4533648170013
2020/02/15, 1589.5543093270367
2020/02/16, 1597.688902007084
2020/02/17, 1605.8234946871312
2020/02/18, 1613.9580873671785
2020/02/19, 1628.193624557261
2020/02/20, 1647.5132821723732
2020/02/21, 1663.7824675324678
2020/02/22, 1657.6815230224322
2020/02/23, 1645.4796340023613
2020/02/24, 1640.395513577332
2020/02/25, 1640.395513577332
2020/02/26, 1620.0590318772138
